NOMENCLATURE,JSF PART NUMBER,MFR PART NUMBER,SMR,EEL,TURN-IN,SERIAL
FRAME ASSY - FS 383,2CSH13838-5001,2CSH13838-5001,XBDDDT,NO,YES,NO
FRAME ASSY - FS 383,2CSH13838-5011,2CSH13838-5011,XBDDDT,NO,YES,NO
FRAME ASSY - FS 383,2CSH13838-5013,2CSH13838-5013,XBDDDT,NO,YES,NO
"FRAME, FS383.5-LWR,",2CSH13839-0001,2CSH13839-0001,XBOZZN,NO,NO,NO
"FRAME, FS383.5-LWR,",2CSH13839-0002,2CSH13839-0002,XBOZZN,NO,NO,NO
"FRAME, FS383.5-LWR,",2CSH13839-0003,2CSH13839-0003,XBOZZN,NO,NO,NO
"FRAME, FS383.5-LWR,",2CSH13839-0004,2CSH13839-0004,XBOZZN,NO,NO,NO
"FRAME, FS383.5-LWR,",2CSH13839-0005,2CSH13839-0005,XBOZZN,NO,NO,NO
"FRAME, FS383.5-LWR,",2CSH13839-0006,2CSH13839-0006,XBOZZN,NO,NO,NO
"COVER, ACCESS - RGA",2CSH13844-0001,2CSH13844-0001,PAOZZN,NO,NO,NO
"COVER, ACCESS - RGA",2CSH13844-0002,2CSH13844-0002,PAOZZN,NO,NO,NO
STRAP - RGA ACCESS,2CSH13845-0001,2CSH13845-0001,XBOZZN,NO,NO,NO
STRAP - RGA ACCESS,2CSH13846-0001,2CSH13846-0001,XBOZZN,NO,NO,NO
"FRAME, FS 402 - LOW",2CSH14022-0003,2CSH14022-0003,XBOZZN,NO,NO,NO
"FRAME, FS 402 - LOW",2CSH14022-0009,2CSH14022-0009,XBOZZN,NO,NO,NO
"FRAME, FS 402 - LOW",2CSH14022-0011,2CSH14022-0011,XBOZZN,NO,NO,NO
"FRAME, FS 402 - LOW",2CSH14022-0013,2CSH14022-0013,XBOZZN,NO,NO,NO
"FRAME, FS 402 - LOW",2CSH14022-0015,2CSH14022-0015,XBOZZN,NO,NO,NO
"FRAME, FS 402 - LOW",2CSH14022-0017,2CSH14022-0017,XBOZZN,NO,NO,NO
"FRAME, FS 402 - LO",2CSH14022-0019,2CSH14022-0019,XBOZZN,NO,NO,NO
"FRAME, FS 402, LOWE",2CSH14022-0021,2CSH14022-0021,XBOZZN,NO,NO,NO
"FRAME ASSY, FS 402",2CSH14022-5001,2CSH14022-5001,XBDDDT,NO,YES,NO
"FRAME ASSY, FS 402",2CSH14022-5007,2CSH14022-5007,XBDDDT,NO,YES,NO
"FRAME ASSY, FS 402",2CSH14022-5009,2CSH14022-5009,XBDDDT,NO,YES,NO
"FRAME ASSY, FS 402",2CSH14022-5011,2CSH14022-5011,XBDDDT,NO,YES,NO
"FRAME ASSY, FS 402",2CSH14022-5013,2CSH14022-5013,XBDDDT,NO,YES,NO
"FRAME ASSY, FS 402",2CSH14022-5015,2CSH14022-5015,XBDDDT,NO,YES,NO
"FRAME ASSY, FS 402",2CSH14022-5017,2CSH14022-5017,XBDDDT,NO,YES,NO
FRAME ASSY - FS 402,2CSH14022-5019,2CSH14022-5019,XBDDDT,NO,YES,NO
FRAME FS 402-LWR,2CSH14023-0005,2CSH14023-0005,XBDDDT,NO,YES,NO
FRAME FS 402-LWR,2CSH14023-0007,2CSH14023-0007,XBDDDT,NO,YES,NO
FRAME FS 402-LWR,2CSH14023-0009,2CSH14023-0009,XBDDDT,NO,YES,NO
FRAME FS 402-LWR,2CSH14023-0011,2CSH14023-0011,XBDDDT,NO,YES,NO
"FRAME, FS 402 - LOW",2CSH14023-0012,2CSH14023-0012,XBDDDT,NO,YES,NO
"FRAME - FS 402, LOW",2CSH14023-0013,2CSH14023-0013,XBDDDT,NO,YES,NO
"FRAME - FS 402, LOW",2CSH14023-0015,2CSH14023-0015,XBDDDT,NO,YES,NO
"FRAME - FS 402, LOW",2CSH14023-0017,2CSH14023-0017,XBDDDT,NO,YES,NO
"FRAME - FS 402, LOW",2CSH14023-0019,2CSH14023-0019,XBDDDT,NO,YES,NO
"FRAME - FS 402, LOW",2CSH14023-0021,2CSH14023-0021,XBDDDT,NO,YES,NO
"FRAME - FS 402, LOW",2CSH14023-0023,2CSH14023-0023,XBDDDT,NO,YES,NO
"FRAME - FS 402, LOW",2CSH14023-0025,2CSH14023-0025,XBDDDT,NO,YES,NO
"FRAME ASSY,FS402 LW",2CSH14023-5001,2CSH14023-5001,XBODDT,NO,YES,NO
"FRAME ASSY,FS402 LW",2CSH14023-5003,2CSH14023-5003,XBODDT,NO,YES,NO
"FRAME ASSY,FS402 LW",2CSH14023-5005,2CSH14023-5005,XBOZZN,NO,NO,NO
"FRAME ASSY,FS402 LW",2CSH14023-5007,2CSH14023-5007,XBODDT,NO,YES,NO
"FRAME ASSY,FS402 LW",2CSH14023-5009,2CSH14023-5009,XBODDT,NO,YES,NO
"FRAME ASSY, FS 402",2CSH14023-5011,2CSH14023-5011,XBODDT,NO,YES,NO
"FRAME ASSY, FS 402",2CSH14023-5013,2CSH14023-5013,XBODDT,NO,YES,NO
"FRAME ASSY, FS 402",2CSH14023-5015,2CSH14023-5015,XBODDT,NO,YES,NO
"FRAME ASSY, FS 402",2CSH14023-5017,2CSH14023-5017,XBDDDT,NO,YES,NO
"FRAME ASSY, FS 402",2CSH14023-5019,2CSH14023-5019,XBDDDT,NO,YES,NO
"FRAME ASSY, FS 402",2CSH14023-5021,2CSH14023-5021,XBDDDT,NO,YES,NO
"FRAME ASSY, FS 402",2CSH14023-5023,2CSH14023-5023,XBDDDT,NO,YES,NO
"FRAME ASSY, FS 402",2CSH14023-5025,2CSH14023-5025,XBODDT,NO,YES,NO
FRAME FS 402 OTBD L,2CSH14024-0001,2CSH14024-0001,XBDDDT,NO,YES,NO
FRAME FS 402 OTBD R,2CSH14024-0003,2CSH14024-0003,XBDDDT,NO,YES,NO
"FRAME - FS 402, LOW",2CSH14024-0005,2CSH14024-0005,XBDDDT,NO,YES,NO
"FRAME - FS 402, LOW",2CSH14024-0007,2CSH14024-0007,XBDDDT,NO,YES,NO
"FRAME - FS 402, LOW",2CSH14024-0009,2CSH14024-0009,XBDDDT,NO,YES,NO
"FRAME - FS 402, LOW",2CSH14024-0011,2CSH14024-0011,XBDDDT,NO,YES,NO
"FRAME - FS 402, LOW",2CSH14024-0013,2CSH14024-0013,XBDDDT,NO,YES,NO
"FRAME - FS 402, LOW",2CSH14024-0015,2CSH14024-0015,XBDDDT,NO,YES,NO
"FRAME - FS 402, LOW",2CSH14024-0019,2CSH14024-0019,XBDDDT,NO,YES,NO
"FRAME - FS 402, LOW",2CSH14025-0001,2CSH14025-0001,XBDDDT,NO,YES,NO
"FRAME - FS 402, LOW",2CSH14025-0003,2CSH14025-0003,XBDDDT,NO,YES,NO
"FRAME - FS 402, LOW",2CSH14025-0005,2CSH14025-0005,XBDDDT,NO,YES,NO
"FRAME - FS 402, LOW",2CSH14025-0007,2CSH14025-0007,XBDDDT,NO,YES,NO
"FRAME - FS 402, LOW",2CSH14025-0009,2CSH14025-0009,XBDDDT,NO,YES,NO
"FRAME - FS 402, LOW",2CSH14025-0011,2CSH14025-0011,XBDDDT,NO,YES,NO
"FRAME - FS 402, LOW",2CSH14025-0015,2CSH14025-0015,XBDDDT,NO,YES,NO
"FRAME - FS 402, LOW",2CSH14025-0017,2CSH14025-0017,XBDDDT,NO,YES,NO
"FRAME - FS 402, LOW",2CSH14025-0019,2CSH14025-0019,XBDDDT,NO,YES,NO
"FRAME - FS 402, LOW",2CSH14025-0021,2CSH14025-0021,XBDDDT,NO,YES,NO
"FRAME - FS 402, LOW",2CSH14025-0023,2CSH14025-0023,XBDDDT,NO,YES,NO
"FRAME - FS 402, LOW",2CSH14025-0025,2CSH14025-0025,XBDDDT,NO,YES,NO
"FRAME - FS 402, LOW",2CSH14025-0027,2CSH14025-0027,XBDDDT,NO,YES,NO
"FRAME - FS 402, LOW",2CSH14025-0029,2CSH14025-0029,XBDDDT,NO,YES,NO
"FRAME - FS 402, LOW",2CSH14025-0031,2CSH14025-0031,XBDDDT,NO,YES,NO
"FRAME - FS 402, LOW",2CSH14025-0033,2CSH14025-0033,XBDDDT,NO,YES,NO
"FRAME,FS 402 LWR",2CSH14026-0001,2CSH14026-0001,XBDDDT,NO,YES,NO
"FRAME, FS 402 LWR",2CSH14026-0003,2CSH14026-0003,XBDDDT,NO,YES,NO
"FRAME, FS402, OUTBD",2CSH14026-0007,2CSH14026-0007,XBDDDT,NO,YES,NO
"FRAME, FS402, OUTBD",2CSH14026-0011,2CSH14026-0011,XBDDDT,NO,YES,NO
"FRAME, FS402, OUTBD",2CSH14026-0013,2CSH14026-0013,XBDDDT,NO,YES,NO
"FRAME, FS402, OUTBD",2CSH14026-0015,2CSH14026-0015,XBDDDT,NO,YES,NO
LH OTBD FRAME FS402,2CSH14026-0017,2CSH14026-0017,XBDDDT,NO,YES,NO
RH OTBD FRAME FS402,2CSH14026-0019,2CSH14026-0019,XBDDDT,NO,YES,NO
FRAME FS 402 LWR CT,2CSH14027-0003,2CSH14027-0003,XBDDDT,NO,YES,NO
FRAME FS 402 LWR CT,2CSH14027-0007,2CSH14027-0007,XBDDDT,NO,YES,NO
"FRAME, FS 402 - LOW",2CSH14027-0009,2CSH14027-0009,XBDDDT,NO,YES,NO
"FRAME, FS 402 - LOW",2CSH14027-0013,2CSH14027-0013,XBDDDT,NO,YES,NO
"FRAME, FS 402 - LOW",2CSH14027-0015,2CSH14027-0015,XBDDDT,NO,YES,NO
"FRAME, FS 402 - LOW",2CSH14027-0017,2CSH14027-0017,XBDDDT,NO,YES,NO
"FRAME, FS 402 - LOW",2CSH14027-0019,2CSH14027-0019,XBDDDT,NO,YES,NO
"FRAME, FS 402 - LOW",2CSH14027-0021,2CSH14027-0021,XBDDDT,NO,YES,NO
FRAME FS 402 LOWER,2CSH14027-0023,2CSH14027-0023,XBDDDT,NO,YES,NO
"FRAME ASSY, FS 402",2CSH14027-5003,2CSH14027-5003,XBOZZN,NO,NO,NO
"FRAME ASSY, FS 402",2CSH14027-5005,2CSH14027-5005,XBODDT,NO,YES,NO
"FRAME ASSY, FS 402",2CSH14027-5007,2CSH14027-5007,XBODDT,NO,YES,NO
"FRAME ASSY, FS 402",2CSH14027-5011,2CSH14027-5011,XBODDT,NO,YES,NO
"FRAME ASSY, FS 402",2CSH14027-5013,2CSH14027-5013,XBODDT,NO,YES,NO
"FRAME ASSY, FS 402",2CSH14027-5015,2CSH14027-5015,XBODDT,NO,YES,NO
"FRAME ASSY, FS 402",2CSH14027-5017,2CSH14027-5017,XBODDT,NO,YES,NO
"FRAME ASSY, FS 402",2CSH14027-5019,2CSH14027-5019,XBODDT,NO,YES,NO
FRAME ASSY FS,2CSH14027-5021,2CSH14027-5021,XBODDT,NO,YES,NO
BRACKET ASSY - WBDD,2CSH14028-0001,2CSH14028-0001,PAOZZN,NO,NO,NO
BRACKET - WBDD FLEX,2CSH14028-2001,2CSH14028-2001,PAOZZN,NO,NO,NO
BRACKET - WBDD FLEX,2CSH14029-0001,2CSH14029-0001,PAOZZN,NO,NO,NO
"COVER, ACCESS - RGA",2CSH14030-0001,2CSH14030-0001,PAOOAP,NO,YES,NO
CLIP,2CSH14031-0001,2CSH14031-0001,XBOZZN,NO,NO,NO
CLIP,2CSH14031-0003,2CSH14031-0003,XBOZZN,NO,NO,NO
CLIP ASSY,2CSH14031-5001,2CSH14031-5001,XBOZZN,NO,NO,NO
"DOUBLER,FS402,AFT",2CSH14226-0001,2CSH14226-0001,XBOZZN,NO,NO,NO
"DOUBLER,FS402,AFT",2CSH14226-0002,2CSH14226-0002,XBOZZN,NO,NO,NO
UPR FWD DOUBLER FS,2CSH14227-0002,2CSH14227-0002,XBOZZN,NO,NO,NO
UPR FWD DOUBLER FS,2CSH14227-0003,2CSH14227-0003,XBOZZN,NO,NO,NO
"DOUBLER,FS402,FWD U",2CSH14227-0005,2CSH14227-0005,XBOZZN,NO,NO,NO
"DOUBLER,FS402,FWD U",2CSH14227-0007,2CSH14227-0007,XBOZZN,NO,NO,NO
"DOUBLER,FS402,FWD L",2CSH14228-0001,2CSH14228-0001,XBOZZN,NO,NO,NO
"DOUBLER,FS402,FWD L",2CSH14228-0002,2CSH14228-0002,XBOZZN,NO,NO,NO
"PLATE,STRUCTURAL,AI",2CSH14229-0001,2CSH14229-0001,PAOZZN,NO,NO,NO
"PLATE,STRUCTURAL,AI",2CSH14229-0002,2CSH14229-0002,PAOZZN,NO,NO,NO
"PLATE,STRUCTURAL,AI",2CSH14230-0001,2CSH14230-0001,PAOZZN,NO,NO,NO
"DOUBLER - FS 402, U",2CSH14230-0002,2CSH14230-0002,PAOZZN,NO,NO,NO
"FITTING X=392, RH",2CSH14256-0001,2CSH14256-0001,XBOZZN,NO,NO,NO
"FITTING X=392, LH",2CSH14257-0001,2CSH14257-0001,XBOZZN,NO,NO,NO
"RADIUS BLOCK, X=392",2CSH14258-0001,2CSH14258-0001,XBOZZN,NO,NO,NO
"RADIUS BLOCK, X=392",2CSH14259-0001,2CSH14259-0001,XBOZZN,NO,NO,NO
"PLATE, RETAINING, F",2CSH14507-0001,2CSH14507-0001,PAOZZN,NO,NO,NO
"GRILLE,METAL",2CSH14507-5001,2CSH14507-5001,PAOZZN,NO,NO,NO
"HINGE ASSY, WBD, SE",2CSH14551-5001,2CSH14551-5001,XBOZZN,NO,NO,NO
UPPER ASSY - FS 270,2CSH20001-0021,2CSH20001-0021,XBOZZN,NO,NO,NO
CENTER FUSELAGE ASY,2CSH20001-0022,2CSH20001-0022,XBOZZN,NO,NO,NO
CENTER FUSELAGE ASY,2CSH20001-0023,2CSH20001-0023,XBDDDT,NO,YES,YES
2AF-7 CENTER FUSELA,2CSH20001-0032,2CSH20001-0032,PAODDT,NO,NO,NO
2AF-10 CENTER FUSEL,2CSH20001-0035,2CSH20001-0035,PAODDT,NO,NO,NO
CENTER FUSELAGE ASY,2CSH20002-0022,2CSH20002-0022,XBOZZN,NO,NO,NO
CENTER FUSELAGE ASY,2CSH20003-0023,2CSH20003-0023,XBODDT,NO,YES,NO
MP3 CENTER FUSELAGE,2CSH20003-0025,2CSH20003-0025,XBODDT,NO,YES,NO
UPR MATE ASSY - FWD,2CSH20011-0021,2CSH20011-0021,XBOZZN,NO,NO,NO
UPR MATE ASSY - FWD,2CSH20011-0022,2CSH20011-0022,XBOZZN,NO,NO,NO
UPR MATE ASSY - FWD,2CSH20011-0023,2CSH20011-0023,XBODDT,NO,YES,NO
UPR MATE ASSY - FWD,2CSH20011-0024,2CSH20011-0024,XBODDT,NO,YES,NO
UPR MATE ASSY - FWD,2CSH20011-0031,2CSH20011-0031,PAODDT,NO,YES,NO
UPR MATE ASSY - FWD,2CSH20011-0032,2CSH20011-0032,PAODDT,NO,NO,NO
UPR MATE ASSY - FWD,2CSH20012-0022,2CSH20012-0022,XBOZZN,NO,NO,NO
UPR MATE ASSY - FWD,2CSH20012-0023,2CSH20012-0023,XBODDT,NO,YES,NO
"COATING, UPR MATE A",2CSH20012-3022,2CSH20012-3022,XBOZZN,NO,NO,NO
"COATING, UPR MATE A",2CSH20012-3023,2CSH20012-3023,XBODDT,NO,YES,NO
UPR MATE ASSY - FWD,2CSH20013-0023,2CSH20013-0023,XBODDT,NO,YES,NO
UPR MATE ASSY - FWD,2CSH20013-0024,2CSH20013-0024,XBODDT,NO,YES,NO
UPR MATE ASSY - FWD,2CSH20013-0025,2CSH20013-0025,XBODDT,NO,YES,NO
"COATING, UPPER MATE",2CSH20013-3023,2CSH20013-3023,XBDDDT,NO,YES,NO
"COATING, UPPER MATE",2CSH20013-3024,2CSH20013-3024,XBDDDT,NO,YES,NO
"COATING, UPPER MATE",2CSH20013-3025,2CSH20013-3025,XBDDDT,NO,YES,NO
"STRAP - FS 302.5, L",2CSH20014-0001,2CSH20014-0001,XBODDT,NO,YES,NO
"STRAP - FS 302.5, L",2CSH20014-0002,2CSH20014-0002,XBODDT,NO,YES,NO
"STRAP - FS 302.5, L",2CSH20014-0003,2CSH20014-0003,XBOZZN,NO,NO,NO
"STRAP - FS 302.5, L",2CSH20014-0004,2CSH20014-0004,XBOZZN,NO,NO,NO
"COVER, FWD HOIST LH",2CSH20045-0001,2CSH20045-0001,XBODDT,NO,YES,NO
"COVER, FWD HOIST RH",2CSH20045-0002,2CSH20045-0002,XBODDT,NO,YES,NO
"COVER,ACCESS,AIRCRA",2CSH20045-3001,2CSH20045-3001,PAODDT,YES,YES,YES
"COVER,ACCESS,AIRCRA",2CSH20045-3002,2CSH20045-3002,PAODDT,YES,YES,YES
"COATINGS,PANEL,FWD",2CSH20045-3005,2CSH20045-3005,PAODDT,YES,YES,YES
"COATINGS,PANEL,FWD",2CSH20045-3006,2CSH20045-3006,PAODDT,YES,YES,YES
"COVER,ACCESS,AIRCRA",2CSH20045-7001,2CSH20045-7001,PAOOAP,YES,YES,YES
"COATINGS,FWD HOIST",2CSH20045-7002,2CSH20045-7002,PAOOAP,YES,YES,YES
"COATINGS,PANEL,FWD",2CSH20045-7005,2CSH20045-7005,PAODDT,YES,YES,YES
"COATINGS,PANEL,FWD",2CSH20045-7006,2CSH20045-7006,PAODDT,YES,YES,YES
"PIN,DOWNLOCK-AAI DO",2CSH20054-0001,2CSH20054-0001,XBOZZN,NO,NO,NO
"PIN,FWD DOWNLOCK-AA",2CSH20054-0003,2CSH20054-0003,XBOZZN,NO,NO,NO
"PIN,DOWNLOCK-AAI DO",2CSH20054-0005,2CSH20054-0005,XBOZZN,NO,NO,NO
"PIN,FWD DOWNLOCK-AA",2CSH20054-0007,2CSH20054-0007,XBOZZN,NO,NO,NO
"PIN,FWD DOWNLOCK-AA",2CSH20054-0013,2CSH20054-0013,XBOZZN,NO,NO,NO
"PIN, DOWNLOCK- AAI",2CSH20054-0015,2CSH20054-0015,XBOZZN,NO,NO,NO
"LOCK PLATE,DOWNLOCK",2CSH20055-0001,2CSH20055-0001,XBOZZN,NO,NO,NO
"LOCK PLATE,DOWNLOCK",2CSH20055-0003,2CSH20055-0003,XBOZZN,NO,NO,NO
"PLATE-SERRATIONS, L",2CSH20056-0001,2CSH20056-0001,XBOZZN,NO,NO,NO
"PLATE-SERRATIONS, U",2CSH20056-0002,2CSH20056-0002,XBOZZN,NO,NO,NO
"SHIM, UPLOCK, LWR,",2CSH20058-0001,2CSH20058-0001,PAOZZN,NO,NO,NO
SHIM 2 UPLOCK LFI D,2CSH20058-0003,2CSH20058-0003,PAOZZN,NO,NO,NO
SHIM 3 UPLOCK LFI D,2CSH20058-0005,2CSH20058-0005,PAOZZN,NO,NO,NO
SHIM 4 UPLOCK LFI D,2CSH20058-0007,2CSH20058-0007,PAOZZN,NO,NO,NO
SHIM 5 UPLOCK LFI D,2CSH20058-0009,2CSH20058-0009,PAOZZN,NO,NO,NO
SHIM 6 UPLOCK LFI D,2CSH20058-0011,2CSH20058-0011,PAOZZN,NO,NO,NO
SHIM 7 UPLOCK LFI D,2CSH20058-0013,2CSH20058-0013,PAOZZN,NO,NO,NO
"COVER,ACCESS,AIRCRA",2CSH20059-0001,2CSH20059-0001,PAOOOP,NO,YES,NO
"COVER,ACCESS,AIRCRA",2CSH20059-0003,2CSH20059-0003,PAOOAP,NO,YES,NO
"CLIP,WIRING SUPPORT",2CSH20060-0001,2CSH20060-0001,XBOZZN,NO,NO,NO
OML SKIN IFRR CTOL,2CSH20061-0001,2CSH20061-0001,XBOZZN,NO,NO,NO
OML SKIN IFRR CTOL,2CSH20061-0003,2CSH20061-0003,XBOZZN,NO,NO,NO
OML SKIN IFRR CTOL,2CSH20061-0005,2CSH20061-0005,XBOZZN,NO,NO,NO
"DOOR,AIRCRAFT",2CSH20061-3001,2CSH20061-3001,PAOODT,YES,YES,YES
"DOOR,AIRCRAFT",2CSH20061-3003,2CSH20061-3003,PAODDT,YES,YES,YES
"DOOR,AIRCRAFT",2CSH20061-3005,2CSH20061-3005,PAOOAP,YES,YES,YES
"COATINGS, DOOR IFRR",2CSH20061-3007,2CSH20061-3007,PAODDT,YES,YES,YES
"COATINGS, DOOR IFRR",2CSH20061-3009,2CSH20061-3009,PAODDT,YES,YES,YES
"IFRR DOOR ASSY, LH",2CSH20061-5001,2CSH20061-5001,PAODDT,NO,YES,NO
"IFRR DOOR ASSY, LH",2CSH20061-5003,2CSH20061-5003,PAODDT,NO,NO,YES
"IFRR DOOR ASSY, LH",2CSH20061-5005,2CSH20061-5005,PAODDT,NO,NO,YES
"MP3 DOOR ASSY,IFR",2CSH20061AF003,2CSH20061AF003,PROODT,YES,YES,YES
"MP3 DOOR ASSY,IFR",2CSH20061AF004,2CSH20061AF004,PROODT,YES,YES,YES
"MP3 DOOR ASSY,IFR",2CSH20061AF006,2CSH20061AF006,PROODT,YES,YES,YES
"MP3 DOOR ASSY,IFR",2CSH20061AF007,2CSH20061AF007,PROODT,YES,YES,YES
"MP3 DOOR ASSY,IFR",2CSH20061AF008,2CSH20061AF008,PROODT,YES,YES,YES
"MP3 DOOR ASSY,IFR",2CSH20061AF009,2CSH20061AF009,PROODT,YES,YES,YES
"DOOR,AIRCRAFT",2CSH20062-3001,2CSH20062-3001,PAOODT,YES,YES,YES
"DOOR,AIRCRAFT",2CSH20062-3003,2CSH20062-3003,PAODDT,YES,YES,YES
"DOOR,AIRCRAFT",2CSH20062-3005,2CSH20062-3005,PAOOAP,YES,YES,YES
"COATINGS, DOOR IFR",2CSH20062-3007,2CSH20062-3007,PAODDT,YES,YES,YES
"COATINGS, DOOR, IFR",2CSH20062-3009,2CSH20062-3009,PAODDT,YES,YES,YES
"IFRR DOOR ASSY, RH",2CSH20062-5001,2CSH20062-5001,PAODDT,NO,YES,NO
"IFRR DOOR ASSY, RH",2CSH20062-5003,2CSH20062-5003,PAODDT,NO,YES,YES
"IFRR DOOR ASSY, RH",2CSH20062-5005,2CSH20062-5005,PAODDT,NO,YES,NO
"IFRR DOOR ASSY, RH",2CSH20062-5007,2CSH20062-5007,PAODDT,NO,YES,YES
"MP3 DOOR ASSY,IFR",2CSH20062AF003,2CSH20062AF003,PROODT,YES,YES,YES
"MP3 DOOR,IFR, RH",2CSH20062AF004,2CSH20062AF004,PROODT,YES,YES,YES
"MP3 DOOR,IFR, RH",2CSH20062AF006,2CSH20062AF006,PROODT,YES,YES,YES
"MP3 DOOR,IFR, RH",2CSH20062AF007,2CSH20062AF007,PROODT,YES,YES,YES
"MP3 DOOR,IFR, RH",2CSH20062AF008,2CSH20062AF008,PROODT,YES,YES,YES
"MP3 DOOR,IFR, RH",2CSH20062AF009,2CSH20062AF009,PROODT,YES,YES,YES
"GRID ASSY-AAI DOOR,",2CSH20063-5001,2CSH20063-5001,XBODDT,NO,YES,NO
"GRID ASSY-AAI DOOR,",2CSH20063-5003,2CSH20063-5003,XBODDT,NO,YES,NO
"GRID ASSY-AAI DOOR,",2CSH20063-5013,2CSH20063-5013,XBODDT,NO,YES,NO
GRID ASSY - AAI DOO,2CSH20063-5017,2CSH20063-5017,XBODDT,NO,YES,NO
"GRID ASSY-AAI DOOR,",2CSH20064-5001,2CSH20064-5001,XBODDT,NO,YES,NO
"GRID ASSY-AAI DOOR,",2CSH20064-5003,2CSH20064-5003,XBODDT,NO,YES,NO
"GRID ASSY-AAI DOOR,",2CSH20064-5013,2CSH20064-5013,XBODDT,NO,YES,NO
GRID ASSY - AAI DOO,2CSH20064-5017,2CSH20064-5017,XBODDT,NO,YES,NO
"IF BRACKET,IDS-AAI",2CSH20065-0003,2CSH20065-0003,XBOZZN,NO,NO,NO
"IF BRCKT ASSY,IDS-A",2CSH20065-5003,2CSH20065-5003,PAODDT,NO,YES,NO
IML BRACKET LH (A6),2CSH20066-0001,2CSH20066-0001,XBOZZN,NO,NO,NO
IML BRACKET RH (A6),2CSH20066-0002,2CSH20066-0002,XBOZZN,NO,NO,NO
IML BRACKET - IFRR,2CSH20066-0003,2CSH20066-0003,XBOZZN,NO,NO,NO
IML BRACKET - IFRR,2CSH20066-0004,2CSH20066-0004,XBOZZN,NO,NO,NO
IML BRACKET ASSY LH,2CSH20066-5001,2CSH20066-5001,XBOZZN,NO,NO,NO
IML BRACKET ASSY RH,2CSH20066-5002,2CSH20066-5002,XBOZZN,NO,NO,NO
"BRACKET ASSY, IML,",2CSH20066-5003,2CSH20066-5003,XBOZZN,NO,NO,NO
"BRACKET ASSY, IML,",2CSH20066-5004,2CSH20066-5004,XBOZZN,NO,NO,NO
SWIFEL LUG LFI STOV,2CSH20070-0001,2CSH20070-0001,PAOZZN,NO,NO,NO
"PLATE, LOCKING, SWI",2CSH20070-0002,2CSH20070-0002,PAOZZN,NO,NO,NO
SWIFEL LUG ASSY LFI,2CSH20070-5001,2CSH20070-5001,XBOZZN,NO,NO,NO
PIN SWIVEL LUG LFI,2CSH20071-0001,2CSH20071-0001,PAOZZN,NO,NO,NO
"SPLICE, LHS FORWARD",2CSH20074-0001,2CSH20074-0001,XBOZZN,NO,NO,NO
"FUEL FLOOR, FS 346",2CSH20076-0003,2CSH20076-0003,XBDDDT,NO,YES,NO
"FUEL FLOOR,FS 346 T",2CSH20076-0011,2CSH20076-0011,XBDDDT,NO,YES,NO
"FUEL FLOOR,FS 346 T",2CSH20076-0017,2CSH20076-0017,XBDDDT,NO,YES,NO
"FUEL FLOOR,FS 346 T",2CSH20076-0027,2CSH20076-0027,XBDDDT,NO,YES,NO
"FUEL FLOOR,FS 346 T",2CSH20076-0029,2CSH20076-0029,XBDDDT,NO,YES,NO
"FUEL FLOOR,FS 346 T",2CSH20076-0031,2CSH20076-0031,XBDDDT,NO,YES,NO
"FUEL FLOOR,FS 346 T",2CSH20076-0033,2CSH20076-0033,XBDDDT,NO,YES,NO
"FUEL FLOOR,FS 346 T",2CSH20076-0035,2CSH20076-0035,XBDDDT,NO,YES,NO
"FUEL FLOOR,FS 346 T",2CSH20076-0037,2CSH20076-0037,XBDDDT,NO,YES,NO
"FUEL FLOOR,FS 346",2CSH20076-0039,2CSH20076-0039,XBDDDT,NO,YES,NO
"FUEL FLOOR,FS 346",2CSH20076-0040,2CSH20076-0040,XBDDDT,NO,YES,NO
"FUEL FLOOR,FS 346",2CSH20076-0041,2CSH20076-0041,XBDDDT,NO,YES,NO
"FUEL FLOOR,FS 346",2CSH20076-0042,2CSH20076-0042,XBDDDT,NO,YES,NO
"COATINGS, FUEL FLOO",2CSH20076-3001,2CSH20076-3001,XBOZZN,NO,NO,YES
"COATINGS, FUEL FLOO",2CSH20076-3007,2CSH20076-3007,XBOZZN,NO,NO,NO
"COATINGS, FUEL FLOO",2CSH20076-3009,2CSH20076-3009,XBOZZN,NO,NO,NO
"COATINGS, FUEL FLOO",2CSH20076-3012,2CSH20076-3012,XBOZZN,NO,NO,NO
"COATINGS, FUEL FLOO",2CSH20076-3014,2CSH20076-3014,XBOZZN,NO,NO,NO
"COATINGS, FUEL FLOO",2CSH20076-3015,2CSH20076-3015,XBOZZN,NO,NO,NO
RH COATINGS FUEL FL,2CSH20076-3018,2CSH20076-3018,XBOZZN,NO,NO,NO
"COATINGS, FUEL FLOO",2CSH20076-3019,2CSH20076-3019,XBOZZN,NO,NO,NO
RH COATINGS FUEL FL,2CSH20076-3020,2CSH20076-3020,XBOZZN,NO,NO,NO
"COATINGS, FUEL FLOO",2CSH20076-3021,2CSH20076-3021,XBOZZN,NO,NO,NO
"COATINGS, FUEL FLOO",2CSH20076-3023,2CSH20076-3023,XBOZZN,NO,NO,NO
"COATINGS, FUEL FLOO",2CSH20076-3024,2CSH20076-3024,XBOZZN,NO,NO,NO
"COATINGS, FUEL FLOO",2CSH20076-3025,2CSH20076-3025,XBOZZN,NO,NO,NO
"COATINGS, FUEL FLOO",2CSH20076-3026,2CSH20076-3026,XBOZZN,NO,NO,NO
